sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_cell_into_extraction	control_org	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	longitude	mass_g	max_age	max_kg_grams	max_tl_cm	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_genus_species	p_order	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_annelids	prey_arthropods	prey_echinoderms	prey_invertebrate	prey_large_fish	prey_mollusks	prey_phytoplankton_algae	prey_shark_marine_mammal	prey_small_fish	prey_zooplankton	primer_plate	qiita_study_id	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	scientific_name	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	taxon_id	title	title_fmp_core	tl_cm	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.90.hg	Not applicable	90.hg	FALSE	2	3	deep water	deep water benthic	2019-03-09	2019	pacific hatchetfish	0.6938	LC	0	0		6	3872	1	500	90.hg	"ostracods, copepods, euphausiids, salps, chaetognaths"	fishbase.org	1.3	27530	TRUE	10	b	b10	0	Host-associated	Animal	Animal distal gut	90hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	199	Argyropelecus affinis	clearmag beads KF	9/14/20	PS16L1	0.0006			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	3.3	90	0	1	Trawl3	USA:CA:San Diego	2.7	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.69375	UBERON:feces	UBERON:digestive tract	Pacific hatchetfish	Pacific hatchet fish	4	cm	Missing: not collected	Argyropelecus affinis	FMP_90	81869	0.444	grams	1	32.70094444	-117.5519444	0.444			8.4	midwater trawl	3	90.hg			74		Eastern Pacific	Actinopterygii	marine hatchetfishes	Sternoptychidae	Argyropelecus	Argyropelecus affinis	Stomiatiformes	130	321985	5.50783564	322	2318	2.285987541	193	3.787814567	1	10225000	6135	SIO	Missing: not collected	1	1		1						1	1	13414		0.325	0.25	0.675	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Argyropelecus affinis	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Carangiform	crusier sprinter	81869	FMP101	1	4	2	2	TRUE			
13414.90.midg	Not applicable	90.midg	FALSE	3	4	deep water	deep water benthic	2019-03-09	2019	pacific hatchetfish	0.6938	LC	0	0		6	3872	1	500	90.midg	"ostracods, copepods, euphausiids, salps, chaetognaths"	fishbase.org	1.3	27530	TRUE	7	b	b7	0	Host-associated	Animal	Animal proximal gut	90midg	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	199	Argyropelecus affinis	clearmag beads KF	9/14/20	PS16L1	0.0014	used up		plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	3.3	90	0	1	Trawl3	USA:CA:San Diego	2.7	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.69375	UBERON:feces	UBERON:digestive tract	Pacific hatchetfish	Pacific hatchet fish	4	cm	Missing: not collected	Argyropelecus affinis	FMP_90	81869	0.444	grams	1	32.70094444	-117.5519444	0.444			8.4	midwater trawl	3	90.midg			50		Eastern Pacific	Actinopterygii	marine hatchetfishes	Sternoptychidae	Argyropelecus	Argyropelecus affinis	Stomiatiformes	26	3862973	6.586921673	3863	64898	3.733049691	5408	4.201615582	1	11362857	15908	SIO	Missing: not collected	1	1		1						1	1	13414		0.325	0.25	0.675	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Argyropelecus affinis	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Carangiform	crusier sprinter	81869	FMP101	1	4	2	2	TRUE			
13414.91.g	Not applicable	91.g	FALSE	1	2	deep water	deep water benthic	2019-03-09	2019	dogtooth lampfish	0.6321	LC	0	0		0	1500	0	500	91.g	crustaceans	fishbase.org	1.9	27530	TRUE	1	c	c1	0	Host-associated	Animal	Animal corpus	91g	gill	marine biome	animal-associated habitat	organic material	host-associated	146	Ceratoscopelus warmingii	clearmag beads KF	9/14/20	PS16L1	0.007			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	4.3	91	0	1.9	Trawl3	USA:CA:San Diego	2.4	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.632052951	UBERON:mucus	UBERON:gill	Dogtooth lampfish	Dogtooh lampfish	4.8	cm	Missing: not collected	Ceratoscopelus townsendi	FMP_91	875772	0.699	grams	1	32.70094444	-117.5519444	0.699			18.4	midwater trawl	3	91.g			3		Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	Ceratoscopelus	Ceratoscopelus townsendi	Myctophiformes	3	9749	3.98896007	10	819	1.834067253	68	3.658583715	1	650857	4556	SIO	Missing: not collected		1		1							1	13414		0.395833333	0.395833333	0.5	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Ceratoscopelus townsendi	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	875772	FMP101	1	4.8	2	2	TRUE			
13414.91.s	Not applicable	91.s	FALSE	1	1	deep water	deep water benthic	2019-03-09	2019	dogtooth lampfish	0.6321	LC	0	0		0	1500	0	500	91.s	crustaceans	fishbase.org	1.9	27530	TRUE	4	c	c4	0	Host-associated	Animal	Animal surface	91s	skin	marine biome	animal-associated habitat	mucus	host-associated	146	Ceratoscopelus warmingii	clearmag beads KF	9/14/20	PS16L1	0.0015	all tissue used		plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	4.3	91	0	1.9	Trawl3	USA:CA:San Diego	2.4	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:skin	0.632052951	UBERON:mucus	UBERON:skin of body	Dogtooth lampfish	Dogtooh lampfish	4.8	cm	Missing: not collected	Ceratoscopelus townsendi	FMP_91	875772	0.699	grams	1	32.70094444	-117.5519444	0.699			18.4	midwater trawl	3	91.s			27		Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	Ceratoscopelus	Ceratoscopelus townsendi	Myctophiformes	107	104	2.017033339	0	2	-0.807894315	0	2.903089987	0	533333	800	SIO	Missing: not collected		1		1							1	13414		0.395833333	0.395833333	0.5	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Ceratoscopelus townsendi	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	875772	FMP101	1	4.8	2	2	TRUE			
13414.91.hg	Not applicable	91.hg	FALSE	1	1	deep water	deep water benthic	2019-03-09	2019	dogtooth lampfish	0.6321	LC	0	0		6	1500	0	500	91.hg	crustaceans	fishbase.org	1.9	27530	TRUE	10	c	c10	0	Host-associated	Animal	Animal distal gut	91hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	146	Ceratoscopelus warmingii	clearmag beads KF	9/14/20	PS16L1	0.0016			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	4.3	91	0	1.9	Trawl3	USA:CA:San Diego	2.4	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.632052951	UBERON:feces	UBERON:digestive tract	Dogtooth lampfish	Dogtooh lampfish	4.8	cm	Missing: not collected	Ceratoscopelus townsendi	FMP_91	875772	0.699	grams	1	32.70094444	-117.5519444	0.699			18.4	midwater trawl	3	91.hg			75		Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	Ceratoscopelus	Ceratoscopelus townsendi	Myctophiformes	131	846	2.927370363	1	16	0.131527408	1	3.171726454	1	928125	1485	SIO	Missing: not collected		1		1							1	13414		0.395833333	0.395833333	0.5	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Ceratoscopelus townsendi	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	875772	FMP101	1	4.8	2	2	TRUE			
13414.91.midg	Not applicable	91.midg	FALSE	1	1	deep water	deep water benthic	2019-03-09	2019	dogtooth lampfish	0.6321	LC	0	0		6	1500	0	500	91.midg	crustaceans	fishbase.org	1.9	27530	TRUE	7	c	c7	0	Host-associated	Animal	Animal proximal gut	91midg	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	146	Ceratoscopelus warmingii	clearmag beads KF	9/14/20	PS16L1	0.0024	used up		plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	4.3	91	0	1.9	Trawl3	USA:CA:San Diego	2.4	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.632052951	UBERON:feces	UBERON:digestive tract	Dogtooth lampfish	Dogtooh lampfish	4.8	cm	Missing: not collected	Ceratoscopelus townsendi	FMP_91	875772	0.699	grams	1	32.70094444	-117.5519444	0.699			18.4	midwater trawl	3	91.midg			51		Eastern Pacific	Actinopterygii	lanternfishes	Myctophidae	Ceratoscopelus	Ceratoscopelus townsendi	Myctophiformes	27	1335	3.125481266	1	38	0.505801343	3	3.278753601	1	791667	1900	SIO	Missing: not collected		1		1							1	13414		0.395833333	0.395833333	0.5	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Ceratoscopelus townsendi	na	winter	Unknown								sink	sandy bottom	deep water benthic	2	2	Subcarangiform	generalist	875772	FMP101	1	4.8	2	2	TRUE			
13414.92.g	Not applicable	92.g	FALSE	2	3	subtropical	kelp forrest	2019-07-24	2019	giant black seabass	Missing: not collected	CR	0	0		0	46	5	10	92.g	"bony fish, sharks, rays, crustacean"	fishbase.org	Missing: not collected	1533	TRUE	1	d	d1	0	Host-associated	Animal	Animal surface	92g	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Stereolepis gigas	clearmag beads KF	9/14/20	PS16L1	0.0005	no measurement swab		plate5_89-103_gill.skin.mg.hg	hook and line	Missing: not collected	92	0	Missing: not collected	small boat	USA:CA:San Diego	Missing: not collected	"rocky reef, kelp bed"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	#VALUE!	UBERON:mucus	UBERON:gill	Giant seabass	giant black seabass	118	cm	Missing: not collected	Stereolepis gigas	FMP_92	184449	Missing: not collected	grams	1	32.861218	-117.274588	Missing: not collected	100	255.6	250	rod and reel	7	92.g			4	176	Eastern Pacific	Actinopterygii	wreckfishes	Polyprionidae	Stereolepsis	Stereolepis gigas	Pempheriformes	4	214973	5.332383917	215	1290	2.031354886	107	3.714999967	1	10376000	5188	SIO	Missing: not collected				1	1				1		1	13414		nan	nan	nan	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Stereolepis gigas	136	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	184449	FMP101	1	118	4	4	TRUE			
13414.92.s	Not applicable	92.s	FALSE	1	2	subtropical	kelp forrest	2019-07-24	2019	giant black seabass	Missing: not collected	CR	0	0		1	46	5	10	92.s	"bony fish, sharks, rays, crustacean"	fishbase.org	Missing: not collected	1533	TRUE	4	d	d4	0	Host-associated	Animal	Animal surface	92s	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Stereolepis gigas	clearmag beads KF	9/14/20	PS16L1	0.02			plate5_89-103_gill.skin.mg.hg	hook and line	Missing: not collected	92	0	Missing: not collected	small boat	USA:CA:San Diego	Missing: not collected	"rocky reef, kelp bed"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	#VALUE!	UBERON:mucus	UBERON:skin of body	Giant seabass	giant black seabass	118	cm	Missing: not collected	Stereolepis gigas	FMP_92	184449	Missing: not collected	grams	1	32.861218	-117.274588	Missing: not collected	100	255.6	250	rod and reel	7	92.s			28	176	Eastern Pacific	Actinopterygii	wreckfishes	Polyprionidae	Stereolepsis	Stereolepis gigas	Pempheriformes	108	6500	3.812913357	7	1560	2.113961232	130	3.738622028	1	273900	5478	SIO	Missing: not collected				1	1				1		1	13414		nan	nan	nan	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Stereolepis gigas	136	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	184449	FMP101	1	118	4	4	TRUE			
13414.92.hg	Not applicable	92.hg	FALSE	2	3	subtropical	kelp forrest	2019-07-24	2019	giant black seabass	Missing: not collected	CR	0	0		6	46	5	10	92.hg	"bony fish, sharks, rays, crustacean"	fishbase.org	Missing: not collected	1533	TRUE	10	d	d10	0	Host-associated	Animal	Animal distal gut	92hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Stereolepis gigas	clearmag beads KF	9/14/20	PS16L1	0.0005			plate5_89-103_gill.skin.mg.hg	hook and line	Missing: not collected	92	0	Missing: not collected	small boat	USA:CA:San Diego	Missing: not collected	"rocky reef, kelp bed"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	#VALUE!	UBERON:feces	UBERON:digestive tract	Giant seabass	giant black seabass	118	cm	Missing: not collected	Stereolepis gigas	FMP_92	184449	Missing: not collected	grams	1	32.861218	-117.274588	Missing: not collected	100	255.6	250	rod and reel	7	92.hg			76	176	Eastern Pacific	Actinopterygii	wreckfishes	Polyprionidae	Stereolepsis	Stereolepis gigas	Pempheriformes	132	342075	5.534121336	342	2052	2.233091176	171	3.772688355	1	11850000	5925	SIO	Missing: not collected				1	1				1		1	13414		nan	nan	nan	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Stereolepis gigas	136	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	184449	FMP101	1	118	4	4	TRUE			
13414.93.g	Not applicable	93.g	FALSE	1	1	deep water	deep water benthic	2018-03-10	2018	california grenadier	0.2662	NE	0	0		0	909	277	500	93.g	opportunistic	fishbase.org	4	9790	TRUE	1	e	e1	0	Host-associated	Animal	Animal corpus	93g	gill	marine biome	animal-associated habitat	organic material	host-associated	144	Nezumia aequalis	clearmag beads KF	9/14/20	PS16L1	0.058			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	19	93	1	1.5		USA:CA:San Diego	17		2	DSLP	0	0	mid	mesopelagic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.266219566	UBERON:mucus	UBERON:gill	california grenadier	CA rattail (or CA grenadier)	19	cm	Missing: not collected	Nezumia stelgidolepis	FMP_93	1154598	18.26	grams	1	32.674701	-117.355389	18.26			45	midwater trawl	3	93.g			5	227	Eastern Pacific	Actinopterygii	grenadiers or rattails	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	5	610	2.785329835	1	35	0.469398667	3	3.268343914	1	31983	1855	SIO	Missing: not collected				1					1		1	13414		0.210526316	0.078947368	0.894736842	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Nezumia stelgidolepis	187	winter	Unknown								sink	sandy bottom	deep water benthic	3	1	Cottiform	accelerator	1154598	FMP101	1	19	3	3	TRUE			
13414.93.s	Not applicable	93.s	FALSE	1	2	deep water	deep water benthic	2018-03-10	2018	california grenadier	0.2662	NE	0	0		0	909	277	500	93.s	opportunistic	fishbase.org	4	9790	TRUE	4	e	e4	0	Host-associated	Animal	Animal surface	93s	skin	marine biome	animal-associated habitat	mucus	host-associated	144	Nezumia aequalis	clearmag beads KF	9/14/20	PS16L1	0.011	low		plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	19	93	1	1.5		USA:CA:San Diego	17		2	DSLP	0	0	mid	mesopelagic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:skin	0.266219566	UBERON:mucus	UBERON:skin of body	california grenadier	CA rattail (or CA grenadier)	19	cm	Missing: not collected	Nezumia stelgidolepis	FMP_93	1154598	18.26	grams	1	32.674701	-117.355389	18.26			45	midwater trawl	3	93.s			29	227	Eastern Pacific	Actinopterygii	grenadiers or rattails	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	109	8888	3.948804046	9	98	0.911009795	8	3.394626764	1	225545	2481	SIO	Missing: not collected				1					1		1	13414		0.210526316	0.078947368	0.894736842	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Nezumia stelgidolepis	187	winter	Unknown								sink	sandy bottom	deep water benthic	3	1	Cottiform	accelerator	1154598	FMP101	1	19	3	3	TRUE			
13414.93.hg	Not applicable	93.hg	FALSE	2	3	deep water	deep water benthic	2018-03-10	2018	california grenadier	0.2662	NE	0	0		6	909	277	500	93.hg	opportunistic	fishbase.org	4	9790	TRUE	10	e	e10	0	Host-associated	Animal	Animal distal gut	93hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	144	Nezumia aequalis	clearmag beads KF	9/14/20	PS16L1	0.0463			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	19	93	1	1.5		USA:CA:San Diego	17		2	DSLP	0	0	mid	mesopelagic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.266219566	UBERON:feces	UBERON:digestive tract	california grenadier	CA rattail (or CA grenadier)	19	cm	Missing: not collected	Nezumia stelgidolepis	FMP_93	1154598	18.26	grams	1	32.674701	-117.355389	18.26			45	midwater trawl	3	93.hg			77	227	Eastern Pacific	Actinopterygii	grenadiers or rattails	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	133	783224	5.893885987	783	36263	3.480285729	3022	4.129335353	1	290907	13469	SIO	Missing: not collected				1					1		1	13414		0.210526316	0.078947368	0.894736842	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Nezumia stelgidolepis	187	winter	Unknown								sink	sandy bottom	deep water benthic	3	1	Cottiform	accelerator	1154598	FMP101	1	19	3	3	TRUE			
13414.93.midg	Not applicable	93.midg	FALSE	3	3	deep water	deep water benthic	2018-03-10	2018	california grenadier	0.2662	NE	0	0		6	909	277	500	93.midg	opportunistic	fishbase.org	4	9790	TRUE	7	e	e7	0	Host-associated	Animal	Animal proximal gut	93midg	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	144	Nezumia aequalis	clearmag beads KF	9/14/20	PS16L1	0.0589			plate5_89-103_gill.skin.mg.hg	Isaacs  Kidd Midwater Trawl	19	93	1	1.5		USA:CA:San Diego	17		2	DSLP	0	0	mid	mesopelagic	0	0	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.266219566	UBERON:feces	UBERON:digestive tract	california grenadier	CA rattail (or CA grenadier)	19	cm	Missing: not collected	Nezumia stelgidolepis	FMP_93	1154598	18.26	grams	1	32.674701	-117.355389	18.26			45	midwater trawl	3	93.midg			53	227	Eastern Pacific	Actinopterygii	grenadiers or rattails	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	29	1062147	6.026184627	1062	62560	3.717118498	5213	4.197059908	1	267267	15742	SIO	Missing: not collected				1					1		1	13414		0.210526316	0.078947368	0.894736842	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Nezumia stelgidolepis	187	winter	Unknown								sink	sandy bottom	deep water benthic	3	1	Cottiform	accelerator	1154598	FMP101	1	19	3	3	TRUE			
13414.94.g	Not applicable	94.g	FALSE	1	1	tropical	pelagic	2019-11-11	2019	yellowfin tuna	2.6258	NT	0	0		0	250	0	1	94.g	"fish, squid, crustraceans"	fishbase.org	Missing: not collected	110765	TRUE	1	f	f1	0	Host-associated	Animal	Animal corpus	94g	gill	marine biome	animal-associated habitat	organic material	host-associated	52	Thunnus albacares	columns	12/26/20	PS16L1	0.4678			plate5_89-103_gill.skin.mg.hg	hook and line	53.34	94	0	Missing: not collected	60 mile bank	USA:CA:San Diego	47		1	P	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	2.625847024	UBERON:mucus	UBERON:gill	yellowfin tuna	yellowfin tuna	59.182	cm	Missing: not collected	Thunnus albacares	FMP_94	8236	5443	grams	1	32.091667	-118.208333	5443	9	200	239	rod and reel	10	94.g		had 4 sardines in stomach all 5-6 inches	6	506	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Thunnus	Thunnus albacares	Scombriformes	6	4	0.602059991	0	2	-0.789027889	0	2.908485019	0	1732	810	SIO	Missing: not collected		1				1			1		1	13414		nan	nan	0.794160387	oviparous	marine	oceanodromous	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Thunnus albacares	454	fall	Unknown								sink	pelagic	pelagic	2	3	Thunniform	crusier sprinter	8236	FMP101	1	59.182	3	3	TRUE			
13414.94.s	Not applicable	94.s	FALSE	2	3	tropical	pelagic	2019-11-11	2019	yellowfin tuna	2.6258	NT	0	0		0	250	0	1	94.s	"fish, squid, crustraceans"	fishbase.org	Missing: not collected	110765	TRUE	4	f	f4	0	Host-associated	Animal	Animal surface	94s	skin	marine biome	animal-associated habitat	mucus	host-associated	52	Thunnus albacares	clearmag beads KF	9/14/20	PS16L1	0.023	low		plate5_89-103_gill.skin.mg.hg	hook and line	53.34	94	0	Missing: not collected	60 mile bank	USA:CA:San Diego	47		1	P	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	2.625847024	UBERON:mucus	UBERON:skin of body	yellowfin tuna	yellowfin tuna	59.182	cm	Missing: not collected	Thunnus albacares	FMP_94	8236	5443	grams	1	32.091667	-118.208333	5443	9	200	239	rod and reel	10	94.s		had 4 sardines in stomach all 5-6 inches	30	506	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Thunnus	Thunnus albacares	Scombriformes	110	193060	5.285692302	193	4440	2.568238523	370	3.868526887	1	321217	7388	SIO	Missing: not collected		1				1			1		1	13414		nan	nan	0.794160387	oviparous	marine	oceanodromous	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Thunnus albacares	454	fall	Unknown								sink	pelagic	pelagic	2	3	Thunniform	crusier sprinter	8236	FMP101	1	59.182	3	3	TRUE			
13414.94.hg	Not applicable	94.hg	FALSE	1	1	tropical	pelagic	2019-11-11	2019	yellowfin tuna	2.6258	NT	0	0		6	250	0	1	94.hg	"fish, squid, crustraceans"	fishbase.org	Missing: not collected	110765	TRUE	10	f	f10	0	Host-associated	Animal	Animal distal gut	94hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	52	Thunnus albacares	clearmag beads KF	9/14/20	PS16L1	0.0871			plate5_89-103_gill.skin.mg.hg	hook and line	53.34	94	0	Missing: not collected	60 mile bank	USA:CA:San Diego	47		1	P	0	0	shallow	neritic	0	0	0	0	0	0	0	1	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	2.625847024	UBERON:feces	UBERON:digestive tract	yellowfin tuna	yellowfin tuna	59.182	cm	Missing: not collected	Thunnus albacares	FMP_94	8236	5443	grams	1	32.091667	-118.208333	5443	9	200	239	rod and reel	10	94.hg		had 4 sardines in stomach all 5-6 inches	78	506	Eastern Pacific	Actinopterygii	"mackerals, tunas, bonitos"	Scombridae	Thunnus	Thunnus albacares	Scombriformes	134	5	0.698970004	0	0	-1.413279923	0	2.729974286	0	6165	537	SIO	Missing: not collected		1				1			1		1	13414		nan	nan	0.794160387	oviparous	marine	oceanodromous	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Thunnus albacares	454	fall	Unknown								sink	pelagic	pelagic	2	3	Thunniform	crusier sprinter	8236	FMP101	1	59.182	3	3	TRUE			
