X.SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.6.skin.R1.fastq.gz	olive rockfish	skin	2019-08-21	NE	500	0	30	fish_ crustacean_ squid	7.8	2486	3.395501124	116	Sebastes mystinus	HSW gillnet survey	28.8	4.5	29.4	not applicable	neritic	1.303980157	olive rockfish	29.3	49	Sebastes mystinus	FMP_6	72088	328	328	not applicable	3.8	38.5	60	gillnet	8	139	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	0.266211604	0.153583618	1.003412969	skin swab	fish skin	rocky reef	Labriform	generalist	29.3	3	Sebastes mystinus
13414.62.gill.R1.fastq.gz	slender sole	gill	2018-03-10	LC	800	25	300	pelagic crustacean_ small fish	1.7	9790	3.990782692	116	Eopsetta exilis	trawl	18	1.6	14.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.562414266	slender sole	18	51	Lyopsetta exilis	FMP_62	195626	32.8	32.8	not applicable	not applicable	44	35	benthic trawl	3	216	Pleuronectidae	Lyopsetta	Lyopsetta exilis	Pleuronectiformes	0.094444444	0.088888889	0.805555556	gill tissue	fish gill	sandy bottom	Plueronectiform	flow refuging	18	3	Lyopsetta exilis
13414.62.hg.R1.fastq.gz	slender sole	hindgut	2018-03-10	LC	800	25	300	pelagic crustacean_ small fish	1.7	9790	3.990782692	116	Eopsetta exilis	trawl	18	1.6	14.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.562414266	slender sole	18	51	Lyopsetta exilis	FMP_62	195626	32.8	32.8	not applicable	not applicable	44	35	benthic trawl	3	216	Pleuronectidae	Lyopsetta	Lyopsetta exilis	Pleuronectiformes	0.094444444	0.088888889	0.805555556	hindgut digesta	fish hindgut digesta	sandy bottom	Plueronectiform	flow refuging	18	3	Lyopsetta exilis
13414.62.midgut.R1.fastq.gz	slender sole	midgut	2018-03-10	LC	800	25	300	pelagic crustacean_ small fish	1.7	9790	3.990782692	116	Eopsetta exilis	trawl	18	1.6	14.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.562414266	slender sole	18	51	Lyopsetta exilis	FMP_62	195626	32.8	32.8	not applicable	not applicable	44	35	benthic trawl	3	216	Pleuronectidae	Lyopsetta	Lyopsetta exilis	Pleuronectiformes	0.094444444	0.088888889	0.805555556	midgut digesta	fish midgut digesta	sandy bottom	Plueronectiform	flow refuging	18	3	Lyopsetta exilis
13414.62.skin.R1.fastq.gz	slender sole	skin	2018-03-10	LC	800	25	300	pelagic crustacean_ small fish	1.7	9790	3.990782692	116	Eopsetta exilis	trawl	18	1.6	14.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.562414266	slender sole	18	51	Lyopsetta exilis	FMP_62	195626	32.8	32.8	not applicable	not applicable	44	35	benthic trawl	3	216	Pleuronectidae	Lyopsetta	Lyopsetta exilis	Pleuronectiformes	0.094444444	0.088888889	0.805555556	skin swab	fish skin	sandy bottom	Plueronectiform	flow refuging	18	3	Lyopsetta exilis
13414.65.gill.R1.fastq.gz	dover sole	gill	2018-03-10	NE	1370	10	300	annelida_ crustacean_ mollusk_ echinoderm_ small fish	2	9790	3.990782692	116	Microstomus pacificus	trawl	21	1	20.4	sandy bottom, muddy bottom	bathypelagic	0.900550696	dover sole	21	28	Microstomus pacificus	FMP_65	89058	83.4	83.4	56	not applicable	85.2	76	benthic trawl	3	319	Pleuronectidae	Microstomus	Microstomus pacificus	Pleuronectiformes	0.095238095	0.047619048	0.971428571	gill tissue	fish gill	sandy bottom	Plueronectiform	flow refuging	21	3	Microstomus pacificus
13414.65.hg.R1.fastq.gz	dover sole	hindgut	2018-03-10	NE	1370	10	300	annelida_ crustacean_ mollusk_ echinoderm_ small fish	2	9790	3.990782692	116	Microstomus pacificus	trawl	21	1	20.4	sandy bottom, muddy bottom	bathypelagic	0.900550696	dover sole	21	28	Microstomus pacificus	FMP_65	89058	83.4	83.4	56	not applicable	85.2	76	benthic trawl	3	319	Pleuronectidae	Microstomus	Microstomus pacificus	Pleuronectiformes	0.095238095	0.047619048	0.971428571	hindgut digesta	fish hindgut digesta	sandy bottom	Plueronectiform	flow refuging	21	3	Microstomus pacificus
13414.65.midgut.R1.fastq.gz	dover sole	midgut	2018-03-10	NE	1370	10	300	annelida_ crustacean_ mollusk_ echinoderm_ small fish	2	9790	3.990782692	116	Microstomus pacificus	trawl	21	1	20.4	sandy bottom, muddy bottom	bathypelagic	0.900550696	dover sole	21	28	Microstomus pacificus	FMP_65	89058	83.4	83.4	56	not applicable	85.2	76	benthic trawl	3	319	Pleuronectidae	Microstomus	Microstomus pacificus	Pleuronectiformes	0.095238095	0.047619048	0.971428571	midgut digesta	fish midgut digesta	sandy bottom	Plueronectiform	flow refuging	21	3	Microstomus pacificus
13414.65.skin.R1.fastq.gz	dover sole	skin	2018-03-10	NE	1370	10	300	annelida_ crustacean_ mollusk_ echinoderm_ small fish	2	9790	3.990782692	116	Microstomus pacificus	trawl	21	1	20.4	sandy bottom, muddy bottom	bathypelagic	0.900550696	dover sole	21	28	Microstomus pacificus	FMP_65	89058	83.4	83.4	56	not applicable	85.2	76	benthic trawl	3	319	Pleuronectidae	Microstomus	Microstomus pacificus	Pleuronectiformes	0.095238095	0.047619048	0.971428571	skin swab	fish skin	sandy bottom	Plueronectiform	flow refuging	21	3	Microstomus pacificus
13414.66.gill.R1.fastq.gz	rex sole	gill	2018-03-10	NE	900	0	300	annelida_ crustacea_ mollusks_ fish	1.5	9790	3.990782692	116	Glyptocephalus zachirus	trawl	24.7	1.3	15	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.688821182	rex sole	24.7	41	Glyptocephalus zachirus	FMP_66	195612	103.8	103.8	27	2	61	60	benthic trawl	3	204	Pleuronectidae	Glyptocephalus	Glyptocephalus zachirus	Pleuronectiformes	0.060728745	0.052631579	0.607287449	gill tissue	fish gill	sandy bottom	Plueronectiform	flow refuging	24.7	3	Glyptocephalus zachirus
13414.66.hg.R1.fastq.gz	rex sole	hindgut	2018-03-10	NE	900	0	300	annelida_ crustacea_ mollusks_ fish	1.5	9790	3.990782692	116	Glyptocephalus zachirus	trawl	24.7	1.3	15	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.688821182	rex sole	24.7	41	Glyptocephalus zachirus	FMP_66	195612	103.8	103.8	27	2	61	60	benthic trawl	3	204	Pleuronectidae	Glyptocephalus	Glyptocephalus zachirus	Pleuronectiformes	0.060728745	0.052631579	0.607287449	hindgut digesta	fish hindgut digesta	sandy bottom	Plueronectiform	flow refuging	24.7	3	Glyptocephalus zachirus
13414.66.midgut.R1.fastq.gz	rex sole	midgut	2018-03-10	NE	900	0	300	annelida_ crustacea_ mollusks_ fish	1.5	9790	3.990782692	116	Glyptocephalus zachirus	trawl	24.7	1.3	15	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.688821182	rex sole	24.7	41	Glyptocephalus zachirus	FMP_66	195612	103.8	103.8	27	2	61	60	benthic trawl	3	204	Pleuronectidae	Glyptocephalus	Glyptocephalus zachirus	Pleuronectiformes	0.060728745	0.052631579	0.607287449	midgut digesta	fish midgut digesta	sandy bottom	Plueronectiform	flow refuging	24.7	3	Glyptocephalus zachirus
13414.66.skin.R1.fastq.gz	rex sole	skin	2018-03-10	NE	900	0	300	annelida_ crustacea_ mollusks_ fish	1.5	9790	3.990782692	116	Glyptocephalus zachirus	trawl	24.7	1.3	15	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.688821182	rex sole	24.7	41	Glyptocephalus zachirus	FMP_66	195612	103.8	103.8	27	2	61	60	benthic trawl	3	204	Pleuronectidae	Glyptocephalus	Glyptocephalus zachirus	Pleuronectiformes	0.060728745	0.052631579	0.607287449	skin swab	fish skin	sandy bottom	Plueronectiform	flow refuging	24.7	3	Glyptocephalus zachirus
13414.68.gill.R1.fastq.gz	California moray	gill	2020-08-13	NE	40	1	1	crustaceans_ octopus_ fish	8.5	3	0.477121255	284	Gymnothorax kidako	hook and line	80	5	44.8	not applicable	neritic	0.25625	California moray	80	53	Gymnothorax mordax	FMP_68	875776	1312	1312	30	not applicable	152	152	rod and reel	8	288	Muraenidae	Gymnothorax	Gymnothorax mordax	Anguilliformes	0.10625	0.0625	0.56	gill tissue	fish gill	rocky reef (shallow)	Anguilliform	burrowing	80	3	Gymnothorax mordax
13414.68.hg.R1.fastq.gz	California moray	hindgut	2020-08-13	NE	40	1	1	crustaceans_ octopus_ fish	8.5	3	0.477121255	284	Gymnothorax kidako	hook and line	80	5	44.8	not applicable	neritic	0.25625	California moray	80	53	Gymnothorax mordax	FMP_68	875776	1312	1312	30	not applicable	152	152	rod and reel	8	288	Muraenidae	Gymnothorax	Gymnothorax mordax	Anguilliformes	0.10625	0.0625	0.56	hindgut digesta	fish hindgut digesta	rocky reef (shallow)	Anguilliform	burrowing	80	3	Gymnothorax mordax
13414.68.midgut.R1.fastq.gz	California moray	midgut	2020-08-13	NE	40	1	1	crustaceans_ octopus_ fish	8.5	3	0.477121255	284	Gymnothorax kidako	hook and line	80	5	44.8	not applicable	neritic	0.25625	California moray	80	53	Gymnothorax mordax	FMP_68	875776	1312	1312	30	not applicable	152	152	rod and reel	8	288	Muraenidae	Gymnothorax	Gymnothorax mordax	Anguilliformes	0.10625	0.0625	0.56	midgut digesta	fish midgut digesta	rocky reef (shallow)	Anguilliform	burrowing	80	3	Gymnothorax mordax
13414.68.skin.R1.fastq.gz	California moray	skin	2020-08-13	NE	40	1	1	crustaceans_ octopus_ fish	8.5	3	0.477121255	284	Gymnothorax kidako	hook and line	80	5	44.8	not applicable	neritic	0.25625	California moray	80	53	Gymnothorax mordax	FMP_68	875776	1312	1312	30	not applicable	152	152	rod and reel	8	288	Muraenidae	Gymnothorax	Gymnothorax mordax	Anguilliformes	0.10625	0.0625	0.56	skin swab	fish skin	rocky reef (shallow)	Anguilliform	burrowing	80	3	Gymnothorax mordax
13414.71.gill.R1.fastq.gz	pacific sanddab	gill	2019-03-09	NE	549	0	150	bony fish_ crustacean	0.9	9620	3.983175072	116	Citharichthys sordidus	otter trawl	12.4	1.1	11.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.69704357	pacific sanddab	12.4	30	Citharichthys sordidus	FMP_71	319774	13.29	13.29	9	not applicable	41	41	benthic trawl	3	316	Paralichthyidae	Citharichthys	Citharichthys sordidus	Pleuronectiformes	0.072580645	0.088709677	0.927419355	gill tissue	fish gill	sandy bottom	Plueronectiform	flow refuging	12.4	3	Citharichthys sordidus
13414.71.hg.R1.fastq.gz	pacific sanddab	hindgut	2019-03-09	NE	549	0	150	bony fish_ crustacean	0.9	9620	3.983175072	116	Citharichthys sordidus	otter trawl	12.4	1.1	11.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.69704357	pacific sanddab	12.4	30	Citharichthys sordidus	FMP_71	319774	13.29	13.29	9	not applicable	41	41	benthic trawl	3	316	Paralichthyidae	Citharichthys	Citharichthys sordidus	Pleuronectiformes	0.072580645	0.088709677	0.927419355	hindgut digesta	fish hindgut digesta	sandy bottom	Plueronectiform	flow refuging	12.4	3	Citharichthys sordidus
13414.71.midgut.R1.fastq.gz	pacific sanddab	midgut	2019-03-09	NE	549	0	150	bony fish_ crustacean	0.9	9620	3.983175072	116	Citharichthys sordidus	otter trawl	12.4	1.1	11.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.69704357	pacific sanddab	12.4	30	Citharichthys sordidus	FMP_71	319774	13.29	13.29	9	not applicable	41	41	benthic trawl	3	316	Paralichthyidae	Citharichthys	Citharichthys sordidus	Pleuronectiformes	0.072580645	0.088709677	0.927419355	midgut digesta	fish midgut digesta	sandy bottom	Plueronectiform	flow refuging	12.4	3	Citharichthys sordidus
13414.71.skin.R1.fastq.gz	pacific sanddab	skin	2019-03-09	NE	549	0	150	bony fish_ crustacean	0.9	9620	3.983175072	116	Citharichthys sordidus	otter trawl	12.4	1.1	11.5	sandy bottom, muddy bottom	mesopelagic and benthopelagic	0.69704357	pacific sanddab	12.4	30	Citharichthys sordidus	FMP_71	319774	13.29	13.29	9	not applicable	41	41	benthic trawl	3	316	Paralichthyidae	Citharichthys	Citharichthys sordidus	Pleuronectiformes	0.072580645	0.088709677	0.927419355	skin swab	fish skin	sandy bottom	Plueronectiform	flow refuging	12.4	3	Citharichthys sordidus
13414.72.gill.R1.fastq.gz	plainfin midshipmen	gill	2019-03-09	LC	366	0	150	crustaceans_ fish	5.3	9620	3.983175072	116	Porichthys notatus	otter trawl	17.9	2.5	15	not applicable	mesopelagic	0.798557853	plainfin midshipmen	17.9	47	Porichthys notatus	FMP_72	45384	45.8	45.8	not applicable	not applicable	46	38	benthic trawl	3	355	Batrachoididae	Porichthys	Porichthys notatus	Batrachoidiformes	0.296089385	0.139664804	0.837988827	gill tissue	fish gill	sandy bottom	Labriform	generalist	17.9	3	Porichthys notatus
13414.72.hg.R1.fastq.gz	plainfin midshipmen	hindgut	2019-03-09	LC	366	0	150	crustaceans_ fish	5.3	9620	3.983175072	116	Porichthys notatus	otter trawl	17.9	2.5	15	not applicable	mesopelagic	0.798557853	plainfin midshipmen	17.9	47	Porichthys notatus	FMP_72	45384	45.8	45.8	not applicable	not applicable	46	38	benthic trawl	3	355	Batrachoididae	Porichthys	Porichthys notatus	Batrachoidiformes	0.296089385	0.139664804	0.837988827	hindgut digesta	fish hindgut digesta	sandy bottom	Labriform	generalist	17.9	3	Porichthys notatus
13414.72.midgut.R1.fastq.gz	plainfin midshipmen	midgut	2019-03-09	LC	366	0	150	crustaceans_ fish	5.3	9620	3.983175072	116	Porichthys notatus	otter trawl	17.9	2.5	15	not applicable	mesopelagic	0.798557853	plainfin midshipmen	17.9	47	Porichthys notatus	FMP_72	45384	45.8	45.8	not applicable	not applicable	46	38	benthic trawl	3	355	Batrachoididae	Porichthys	Porichthys notatus	Batrachoidiformes	0.296089385	0.139664804	0.837988827	midgut digesta	fish midgut digesta	sandy bottom	Labriform	generalist	17.9	3	Porichthys notatus
13414.72.skin.R1.fastq.gz	plainfin midshipmen	skin	2019-03-09	LC	366	0	150	crustaceans_ fish	5.3	9620	3.983175072	116	Porichthys notatus	otter trawl	17.9	2.5	15	not applicable	mesopelagic	0.798557853	plainfin midshipmen	17.9	47	Porichthys notatus	FMP_72	45384	45.8	45.8	not applicable	not applicable	46	38	benthic trawl	3	355	Batrachoididae	Porichthys	Porichthys notatus	Batrachoidiformes	0.296089385	0.139664804	0.837988827	skin swab	fish skin	sandy bottom	Labriform	generalist	17.9	3	Porichthys notatus
13414.79.gill.R1.fastq.gz	yellowtail amberjack	gill	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	gill tissue	fish gill	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.79.hg.R1.fastq.gz	yellowtail amberjack	hindgut	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	hindgut digesta	fish hindgut digesta	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.79.midgut.R1.fastq.gz	yellowtail amberjack	midgut	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	midgut digesta	fish midgut digesta	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.79.skin.R1.fastq.gz	yellowtail amberjack	skin	2019-08-21	NE	825	3	10	fish_ squid_ crab_ crust	not collected	4970	3.696356389	116	Seriola dorsalis	hook and line survey	79	not collected	75	not applicable	neritic	#VALUE!	yellowtail amberjack	not collected	34	Seriola lalandi dorsalis	FMP_79	302047	6980	6980	12	96.8	150	250	rod and reel	8	172	Carangidae	Seriola	Seriola dorsalis	Carangiformes	not applicable	not applicable	0.872093023	skin swab	fish skin	kelp forrest	Carangiform	crusier sprinter	86	3	Seriola dorsalis
13414.83.gill.R1.fastq.gz	black belly dragonfish	gill	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	gill tissue	fish gill	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.hg.R1.fastq.gz	black belly dragonfish	hindgut	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	hindgut digesta	fish hindgut digesta	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.midgut.R1.fastq.gz	black belly dragonfish	midgut	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	midgut digesta	fish midgut digesta	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.83.skin.R1.fastq.gz	black belly dragonfish	skin	2018-03-10	LC	1500	100	500	crustaceans_ lanternfishes	15	9790	3.990782692	199	Stomias boa	Isaacs Kidd Midwater Trawl	17.5	2.5	14.6	deep sea	bathypelagic	0.180991254	black belly dragonfish	17.5	70	Stomias atriventer	FMP_83	320411	9.7	9.7	not applicable	not applicable	25	25	midwater trawl	3	not applicable	Stomiidae	Stomias	Stomias atriventer	Stomiatiformes	0.857142857	0.142857143	0.834285714	skin swab	fish skin	sandy bottom	Esociform	accelerator	17.5	3	Stomias atriventer
13414.88.gill.R1.fastq.gz	Broadfin lampfish	gill	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	gill tissue	fish gill	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.hg.R1.fastq.gz	Broadfin lampfish	hindgut	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	hindgut digesta	fish hindgut digesta	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.midgut.R1.fastq.gz	Broadfin lampfish	midgut	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	midgut digesta	fish midgut digesta	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.88.skin.R1.fastq.gz	Broadfin lampfish	skin	2018-03-10	LC	1095	20	500	copepods_ young fishes_ sagitta_ euphausiids	5	9790	3.990782692	146	not applicablenobrachium lineatum	Isaacs Kidd Midwater Trawl	10.9	3	5	deep sea	mesopelagic	0.753044668	Broadfin lampfish	11.9	99	not applicablenobrachium ritteri	FMP_88	319541	12.69	12.69	not applicable	not applicable	13.9	12	midwater trawl	3	not applicable	Myctophidae	not applicablenobrachium	not applicablenobrachium ritteri	Myctophiformes	0.420168067	0.25210084	0.420168067	skin swab	fish skin	sandy bottom	Subcarangiform	generalist	11.9	3	Nannobrachium ritteri
13414.93.g.R1.fastq.gz	california grenadier	gill	2018-03-10	NE	909	277	500	opportunistic	4	9790	3.990782692	144	Nezumia aequalis	Isaacs Kidd Midwater Trawl	19	1.5	17	not applicable	mesopelagic	0.266219566	california grenadier	19	42	Nezumia stelgidolepis	FMP_93	1154598	18.26	18.26	not applicable	not applicable	50	45	midwater trawl	3	227	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	0.210526316	0.078947368	0.894736842	gill tissue	fish gill	sandy bottom	Cottiform	accelerator	19	3	Nezumia stelgidolepis
13414.93.hg.R1.fastq.gz	california grenadier	hindgut	2018-03-10	NE	909	277	500	opportunistic	4	9790	3.990782692	144	Nezumia aequalis	Isaacs Kidd Midwater Trawl	19	1.5	17	not applicable	mesopelagic	0.266219566	california grenadier	19	42	Nezumia stelgidolepis	FMP_93	1154598	18.26	18.26	not applicable	not applicable	50	45	midwater trawl	3	227	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	0.210526316	0.078947368	0.894736842	hindgut digesta	fish hindgut digesta	sandy bottom	Cottiform	accelerator	19	3	Nezumia stelgidolepis
13414.93.midg.R1.fastq.gz	california grenadier	midgut	2018-03-10	NE	909	277	500	opportunistic	4	9790	3.990782692	144	Nezumia aequalis	Isaacs Kidd Midwater Trawl	19	1.5	17	not applicable	mesopelagic	0.266219566	california grenadier	19	42	Nezumia stelgidolepis	FMP_93	1154598	18.26	18.26	not applicable	not applicable	50	45	midwater trawl	3	227	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	0.210526316	0.078947368	0.894736842	midgut digesta	fish midgut digesta	sandy bottom	Cottiform	accelerator	19	3	Nezumia stelgidolepis
13414.93.s.R1.fastq.gz	california grenadier	skin	2018-03-10	NE	909	277	500	opportunistic	4	9790	3.990782692	144	Nezumia aequalis	Isaacs Kidd Midwater Trawl	19	1.5	17	not applicable	mesopelagic	0.266219566	california grenadier	19	42	Nezumia stelgidolepis	FMP_93	1154598	18.26	18.26	not applicable	not applicable	50	45	midwater trawl	3	227	Macrouridae	Nezumia	Nezumia stelgidolepis	Gadiformes	0.210526316	0.078947368	0.894736842	skin swab	fish skin	sandy bottom	Cottiform	accelerator	19	3	Nezumia stelgidolepis
13414.94.g.R1.fastq.gz	yellowfin tuna	gill	2019-11-11	NT	250	0	1	fish_ squid_ crustraceans	not collected	110765	5.044402552	52	Thunnus albacares	hook and line	53.34	not collected	47	not applicable	neritic	2.625847024	yellowfin tuna	59.182	25	Thunnus albacares	FMP_94	8236	5443	5443	9	200	206	239	rod and reel	10	506	Scombridae	Thunnus	Thunnus albacares	Scombriformes	not applicable	not applicable	0.794160387	gill tissue	fish gill	pelagic	Thunniform	crusier sprinter	59.182	3	Thunnus albacares
13414.94.hg.R1.fastq.gz	yellowfin tuna	hindgut	2019-11-11	NT	250	0	1	fish_ squid_ crustraceans	not collected	110765	5.044402552	52	Thunnus albacares	hook and line	53.34	not collected	47	not applicable	neritic	2.625847024	yellowfin tuna	59.182	25	Thunnus albacares	FMP_94	8236	5443	5443	9	200	206	239	rod and reel	10	506	Scombridae	Thunnus	Thunnus albacares	Scombriformes	not applicable	not applicable	0.794160387	hindgut digesta	fish hindgut digesta	pelagic	Thunniform	crusier sprinter	59.182	3	Thunnus albacares
13414.94.midg.R1.fastq.gz	yellowfin tuna	midgut	2019-11-11	NT	250	0	1	fish_ squid_ crustraceans	not collected	110765	5.044402552	52	Thunnus albacares	hook and line	53.34	not collected	47	not applicable	neritic	2.625847024	yellowfin tuna	59.182	25	Thunnus albacares	FMP_94	8236	5443	5443	9	200	206	239	rod and reel	10	506	Scombridae	Thunnus	Thunnus albacares	Scombriformes	not applicable	not applicable	0.794160387	midgut digesta	fish midgut digesta	pelagic	Thunniform	crusier sprinter	59.182	3	Thunnus albacares
13414.94.s.R1.fastq.gz	yellowfin tuna	skin	2019-11-11	NT	250	0	1	fish_ squid_ crustraceans	not collected	110765	5.044402552	52	Thunnus albacares	hook and line	53.34	not collected	47	not applicable	neritic	2.625847024	yellowfin tuna	59.182	25	Thunnus albacares	FMP_94	8236	5443	5443	9	200	206	239	rod and reel	10	506	Scombridae	Thunnus	Thunnus albacares	Scombriformes	not applicable	not applicable	0.794160387	skin swab	fish skin	pelagic	Thunniform	crusier sprinter	59.182	3	Thunnus albacares
13414.97.g.R1.fastq.gz	Dolphinfish	gill	2020-08-30	LC	85	0	3	fish_ squid_ zooplankton_ crustacean	6.2	15450	4.188928484	116	Coryphaena hippurus	hook and line	65	6.5	44	not applicable	neritic	0.714357963	Dolphinfish	78	37	Coryphaena hippurus	FMP_97	34814	3390	3390	4	40	210	210	rod and reel	8	495	Coryphaenidae	Coryphaena	Coryphaena hippurus	Carangiformes	0.079487179	0.083333333	0.564102564	gill tissue	fish gill	pelagic	Carangiform	crusier sprinter	78	3	Coryphaena hippurus
13414.97.hg.R1.fastq.gz	Dolphinfish	hindgut	2020-08-30	LC	85	0	3	fish_ squid_ zooplankton_ crustacean	6.2	15450	4.188928484	116	Coryphaena hippurus	hook and line	65	6.5	44	not applicable	neritic	0.714357963	Dolphinfish	78	37	Coryphaena hippurus	FMP_97	34814	3390	3390	4	40	210	210	rod and reel	8	495	Coryphaenidae	Coryphaena	Coryphaena hippurus	Carangiformes	0.079487179	0.083333333	0.564102564	hindgut digesta	fish hindgut digesta	pelagic	Carangiform	crusier sprinter	78	3	Coryphaena hippurus
