sample-id	absolute-filepath
13414.95.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.95.s.R1.fastq.gz
13414.96.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.96.g.R1.fastq.gz
13414.96.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.96.hg.R1.fastq.gz
13414.96.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.96.midg.R1.fastq.gz
13414.96.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.96.s.R1.fastq.gz
13414.97.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.97.g.R1.fastq.gz
13414.97.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.97.hg.R1.fastq.gz
13414.97.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.97.midg.R1.fastq.gz
13414.97.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.97.s.R1.fastq.gz
13414.98.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.98.g.R1.fastq.gz
13414.98.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.98.hg.R1.fastq.gz
13414.98.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.98.midg.R1.fastq.gz
13414.98.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.98.s.R1.fastq.gz
13414.99.g.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.99.g.R1.fastq.gz
13414.99.hg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.99.hg.R1.fastq.gz
13414.99.midg.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.99.midg.R1.fastq.gz
13414.99.s.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.99.s.R1.fastq.gz
13414.A1.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A1.gill.R1.fastq.gz
13414.A10.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A10.gill.R1.fastq.gz
13414.A11.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A11.gill.R1.fastq.gz
13414.A12.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A12.gill.R1.fastq.gz
13414.A13.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A13.gill.R1.fastq.gz
13414.A14.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A14.gill.R1.fastq.gz
13414.A18.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A18.gill.R1.fastq.gz
13414.A2.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A2.gill.R1.fastq.gz
13414.A20.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A20.gill.R1.fastq.gz
13414.A21.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A21.gill.R1.fastq.gz
13414.A22.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A22.gill.R1.fastq.gz
13414.A23.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A23.gill.R1.fastq.gz
13414.A3.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A3.gill.R1.fastq.gz
13414.A4.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A4.gill.R1.fastq.gz
13414.A5.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A5.gill.R1.fastq.gz
13414.A8.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A8.gill.R1.fastq.gz
13414.A9.gill.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.A9.gill.R1.fastq.gz
13414.SDsw.1.2018.1.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.1.r1.R1.fastq.gz
13414.SDsw.1.2018.1.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.1.r2.R1.fastq.gz
13414.SDsw.1.2018.10.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.10.r1.R1.fastq.gz
13414.SDsw.1.2018.10.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.10.r2.R1.fastq.gz
13414.SDsw.1.2018.11.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.11.r1.R1.fastq.gz
13414.SDsw.1.2018.11.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.11.r2.R1.fastq.gz
13414.SDsw.1.2018.12.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.12.r1.R1.fastq.gz
13414.SDsw.1.2018.12.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.12.r2.R1.fastq.gz
13414.SDsw.1.2018.13.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.13.r1.R1.fastq.gz
13414.SDsw.1.2018.13.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.13.r2.R1.fastq.gz
13414.SDsw.1.2018.14.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.14.r1.R1.fastq.gz
13414.SDsw.1.2018.14.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.14.r2.R1.fastq.gz
13414.SDsw.1.2018.15.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r1.R1.fastq.gz
13414.SDsw.1.2018.15.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r2.R1.fastq.gz
13414.SDsw.1.2018.15.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r3.R1.fastq.gz
13414.SDsw.1.2018.15.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r4.R1.fastq.gz
13414.SDsw.1.2018.15.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r5.R1.fastq.gz
13414.SDsw.1.2018.15.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r6.R1.fastq.gz
13414.SDsw.1.2018.15.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r7.R1.fastq.gz
13414.SDsw.1.2018.15.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.15.r8.R1.fastq.gz
13414.SDsw.1.2018.16.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.16.r1.R1.fastq.gz
13414.SDsw.1.2018.16.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.16.r2.R1.fastq.gz
13414.SDsw.1.2018.17.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.17.r1.R1.fastq.gz
13414.SDsw.1.2018.17.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.17.r2.R1.fastq.gz
13414.SDsw.1.2018.18.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.18.r1.R1.fastq.gz
13414.SDsw.1.2018.18.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.18.r2.R1.fastq.gz
13414.SDsw.1.2018.19.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.19.r1.R1.fastq.gz
13414.SDsw.1.2018.19.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.19.r2.R1.fastq.gz
13414.SDsw.1.2018.2.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.2.r1.R1.fastq.gz
13414.SDsw.1.2018.2.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.2.r2.R1.fastq.gz
13414.SDsw.1.2018.20.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.20.r1.R1.fastq.gz
13414.SDsw.1.2018.20.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.20.r2.R1.fastq.gz
13414.SDsw.1.2018.21.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.21.r1.R1.fastq.gz
13414.SDsw.1.2018.21.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.21.r2.R1.fastq.gz
13414.SDsw.1.2018.22.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.22.r1.R1.fastq.gz
13414.SDsw.1.2018.22.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.22.r2.R1.fastq.gz
13414.SDsw.1.2018.23.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.23.r1.R1.fastq.gz
13414.SDsw.1.2018.23.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.23.r2.R1.fastq.gz
13414.SDsw.1.2018.24.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.24.r1.R1.fastq.gz
13414.SDsw.1.2018.24.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.24.r2.R1.fastq.gz
13414.SDsw.1.2018.25.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.25.r1.R1.fastq.gz
13414.SDsw.1.2018.25.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.25.r2.R1.fastq.gz
13414.SDsw.1.2018.26.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.26.r1.R1.fastq.gz
13414.SDsw.1.2018.26.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.26.r2.R1.fastq.gz
13414.SDsw.1.2018.27.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.27.r1.R1.fastq.gz
13414.SDsw.1.2018.27.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.27.r2.R1.fastq.gz
13414.SDsw.1.2018.28.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.28.r1.R1.fastq.gz
13414.SDsw.1.2018.28.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.28.r2.R1.fastq.gz
13414.SDsw.1.2018.29.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.29.r1.R1.fastq.gz
13414.SDsw.1.2018.29.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.29.r2.R1.fastq.gz
13414.SDsw.1.2018.3.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.3.r1.R1.fastq.gz
13414.SDsw.1.2018.3.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.3.r2.R1.fastq.gz
13414.SDsw.1.2018.30.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r1.R1.fastq.gz
13414.SDsw.1.2018.30.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r2.R1.fastq.gz
13414.SDsw.1.2018.30.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r3.R1.fastq.gz
13414.SDsw.1.2018.30.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r4.R1.fastq.gz
13414.SDsw.1.2018.30.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r5.R1.fastq.gz
13414.SDsw.1.2018.30.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r6.R1.fastq.gz
13414.SDsw.1.2018.30.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r7.R1.fastq.gz
13414.SDsw.1.2018.30.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.30.r8.R1.fastq.gz
13414.SDsw.1.2018.4.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.4.r1.R1.fastq.gz
13414.SDsw.1.2018.4.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.4.r2.R1.fastq.gz
13414.SDsw.1.2018.5.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.5.r1.R1.fastq.gz
13414.SDsw.1.2018.5.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.5.r2.R1.fastq.gz
13414.SDsw.1.2018.6.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.6.r1.R1.fastq.gz
13414.SDsw.1.2018.6.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.6.r2.R1.fastq.gz
13414.SDsw.1.2018.7.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.7.r1.R1.fastq.gz
13414.SDsw.1.2018.7.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.7.r2.R1.fastq.gz
13414.SDsw.1.2018.8.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r1.R1.fastq.gz
13414.SDsw.1.2018.8.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r2.R1.fastq.gz
13414.SDsw.1.2018.8.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r3.R1.fastq.gz
13414.SDsw.1.2018.8.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r4.R1.fastq.gz
13414.SDsw.1.2018.8.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r5.R1.fastq.gz
13414.SDsw.1.2018.8.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r6.R1.fastq.gz
13414.SDsw.1.2018.8.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r7.R1.fastq.gz
13414.SDsw.1.2018.8.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.8.r8.R1.fastq.gz
13414.SDsw.1.2018.9.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.9.r1.R1.fastq.gz
13414.SDsw.1.2018.9.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.1.2018.9.r2.R1.fastq.gz
13414.SDsw.12.2017.1.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.1.r1.R1.fastq.gz
13414.SDsw.12.2017.1.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.1.r2.R1.fastq.gz
13414.SDsw.12.2017.10.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.10.r1.R1.fastq.gz
13414.SDsw.12.2017.10.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.10.r2.R1.fastq.gz
13414.SDsw.12.2017.11.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.11.r1.R1.fastq.gz
13414.SDsw.12.2017.11.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.11.r2.R1.fastq.gz
13414.SDsw.12.2017.12.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.12.r1.R1.fastq.gz
13414.SDsw.12.2017.12.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.12.r2.R1.fastq.gz
13414.SDsw.12.2017.13.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.13.r1.R1.fastq.gz
13414.SDsw.12.2017.13.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.13.r2.R1.fastq.gz
13414.SDsw.12.2017.14.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.14.r1.R1.fastq.gz
13414.SDsw.12.2017.14.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.14.r2.R1.fastq.gz
13414.SDsw.12.2017.15.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r1.R1.fastq.gz
13414.SDsw.12.2017.15.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r2.R1.fastq.gz
13414.SDsw.12.2017.15.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r3.R1.fastq.gz
13414.SDsw.12.2017.15.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r4.R1.fastq.gz
13414.SDsw.12.2017.15.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r5.R1.fastq.gz
13414.SDsw.12.2017.15.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r6.R1.fastq.gz
13414.SDsw.12.2017.15.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r7.R1.fastq.gz
13414.SDsw.12.2017.15.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.15.r8.R1.fastq.gz
13414.SDsw.12.2017.16.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.16.r1.R1.fastq.gz
13414.SDsw.12.2017.16.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.16.r2.R1.fastq.gz
13414.SDsw.12.2017.17.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.17.r1.R1.fastq.gz
13414.SDsw.12.2017.17.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.17.r2.R1.fastq.gz
13414.SDsw.12.2017.18.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.18.r1.R1.fastq.gz
13414.SDsw.12.2017.18.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.18.r2.R1.fastq.gz
13414.SDsw.12.2017.19.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.19.r1.R1.fastq.gz
13414.SDsw.12.2017.19.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.19.r2.R1.fastq.gz
13414.SDsw.12.2017.2.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.2.r1.R1.fastq.gz
13414.SDsw.12.2017.2.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.2.r2.R1.fastq.gz
13414.SDsw.12.2017.20.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.20.r1.R1.fastq.gz
13414.SDsw.12.2017.20.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.20.r2.R1.fastq.gz
13414.SDsw.12.2017.21.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.21.r1.R1.fastq.gz
13414.SDsw.12.2017.21.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.21.r2.R1.fastq.gz
13414.SDsw.12.2017.22.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.22.r1.R1.fastq.gz
13414.SDsw.12.2017.22.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.22.r2.R1.fastq.gz
13414.SDsw.12.2017.23.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.23.r1.R1.fastq.gz
13414.SDsw.12.2017.23.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.23.r2.R1.fastq.gz
13414.SDsw.12.2017.24.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.24.r1.R1.fastq.gz
13414.SDsw.12.2017.24.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.24.r2.R1.fastq.gz
13414.SDsw.12.2017.25.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.25.r1.R1.fastq.gz
13414.SDsw.12.2017.25.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.25.r2.R1.fastq.gz
13414.SDsw.12.2017.26.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.26.r1.R1.fastq.gz
13414.SDsw.12.2017.26.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.26.r2.R1.fastq.gz
13414.SDsw.12.2017.27.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.27.r1.R1.fastq.gz
13414.SDsw.12.2017.27.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.27.r2.R1.fastq.gz
13414.SDsw.12.2017.28.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.28.r1.R1.fastq.gz
13414.SDsw.12.2017.28.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.28.r2.R1.fastq.gz
13414.SDsw.12.2017.29.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.29.r1.R1.fastq.gz
13414.SDsw.12.2017.29.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.29.r2.R1.fastq.gz
13414.SDsw.12.2017.3.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.3.r1.R1.fastq.gz
13414.SDsw.12.2017.3.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.3.r2.R1.fastq.gz
13414.SDsw.12.2017.30.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r1.R1.fastq.gz
13414.SDsw.12.2017.30.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r2.R1.fastq.gz
13414.SDsw.12.2017.30.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r3.R1.fastq.gz
13414.SDsw.12.2017.30.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r4.R1.fastq.gz
13414.SDsw.12.2017.30.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r5.R1.fastq.gz
13414.SDsw.12.2017.30.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r6.R1.fastq.gz
13414.SDsw.12.2017.30.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r7.R1.fastq.gz
13414.SDsw.12.2017.30.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.30.r8.R1.fastq.gz
13414.SDsw.12.2017.4.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.4.r1.R1.fastq.gz
13414.SDsw.12.2017.4.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.4.r2.R1.fastq.gz
13414.SDsw.12.2017.5.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.5.r1.R1.fastq.gz
13414.SDsw.12.2017.5.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.5.r2.R1.fastq.gz
13414.SDsw.12.2017.6.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.6.r1.R1.fastq.gz
13414.SDsw.12.2017.6.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.6.r2.R1.fastq.gz
13414.SDsw.12.2017.7.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.7.r1.R1.fastq.gz
13414.SDsw.12.2017.7.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.7.r2.R1.fastq.gz
13414.SDsw.12.2017.8.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r1.R1.fastq.gz
13414.SDsw.12.2017.8.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r2.R1.fastq.gz
13414.SDsw.12.2017.8.r3.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r3.R1.fastq.gz
13414.SDsw.12.2017.8.r4.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r4.R1.fastq.gz
13414.SDsw.12.2017.8.r5.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r5.R1.fastq.gz
13414.SDsw.12.2017.8.r6.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r6.R1.fastq.gz
13414.SDsw.12.2017.8.r7.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r7.R1.fastq.gz
13414.SDsw.12.2017.8.r8.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.8.r8.R1.fastq.gz
13414.SDsw.12.2017.9.r1.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.9.r1.R1.fastq.gz
13414.SDsw.12.2017.9.r2.R1.fastq.gz	/mnt/datasets/project_2/fish/seqs/13414.SDsw.12.2017.9.r2.R1.fastq.gz
